Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,CrdY,CrdR,2CrdY,FoulsCommitted,FoulsDrawn,Offsides,Crosses,SuccessfulTackles,Interceptions,PKwon,PKcon,OG,SuccessfulDribbles,AttemptedDribbles,SuccessfulDribbles%,PlayersDribbledPast,Nutmegs,DribblersTackled,DribblesContested,%DribblersTackled,DribbledPastByOpponent
484,Arnaud Souquet,fr FRA,DEF,Montpellier,27,1992,22.4,2,0,0,15,4,0,26.7,0.67,0.18,0.13,0.50,0.7,0.7,0.04,+1.3,+1.3,0,1.2,-1.2,13,808,1064,75.9,12,56,21.4,681,806,84.5,115,202,56.9,119,647,14,1,0,237,52,9,1,6,0,0,34,32,2,75,27,19,0,0,0,23,48,47.9,29,1,57,103,55.3,46
485,Bassem Srarfi,tn TUN,FWD,Nice,22,1997,1.5,0,0,0,1,0,0,0.0,0.68,0.00,0.00,0,0.1,0.1,0.09,-0.1,-0.1,0,0.1,-0.1,1,42,50,84.0,1,4,25.0,34,37,91.9,7,9,77.8,42,7,2,0,0,1,0,2,0,1,0,0,5,6,0,6,0,2,0,0,0,1,2,50.0,1,0,0,2,0.0,2
486,Vlatko Stojanovski,mk MKD,FWD,Nîmes,22,1997,1.3,0,0,0,2,2,0,100.0,1.51,1.51,0.00,0.00,0.5,0.5,0.26,-0.5,-0.5,0,0.1,-0.1,3,20,28,71.4,0,4,0.0,17,21,81.0,3,3,100.0,8,16,0,0,0,0,1,1,1,0,0,0,0,1,0,2,2,0,0,0,0,1,2,50.0,1,0,2,2,100.0,0
487,Kevin Strootman,nl NED,MID,Marseille,29,1990,14.6,2,1,1,9,1,0,11.1,0.61,0.07,0.11,1.00,1.5,0.8,0.09,+0.5,+0.2,2,0.8,+1.2,10,758,867,87.4,19,34,55.9,583,636,91.7,156,197,79.2,696,106,39,1,0,10,78,7,1,7,0,0,29,12,1,5,23,13,0,0,0,1,4,25.0,1,0,40,71,56.3,31
488,Mathías Suárez,uy URU,DEF,Montpellier,23,1996,0.7,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,19,27,70.4,1,5,20.0,15,17,88.2,3,5,60.0,1,14,1,0,0,12,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0.0,0,0,2,3,66.7,1
489,Danijel Subašić,hr CRO,GK,Monaco,34,1984,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
490,Stoppila Sunzu,zm ZAM,DEF,Metz,30,1989,15.0,0,0,0,5,0,0,0.0,0.33,0.00,0.00,0,0.5,0.5,0.09,-0.5,-0.5,0,0.0,0.0,0,454,520,87.3,7,14,50.0,308,325,94.8,139,181,76.8,51,437,11,0,0,2,14,0,0,2,1,0,17,6,1,0,12,23,0,1,0,2,3,66.7,3,0,21,31,67.7,10
491,Issiaga Sylla,gn GUI,DEF,Toulouse,25,1994,26.0,0,0,0,23,4,0,17.4,0.88,0.15,0.00,0.00,1.1,1.1,0.05,-1.1,-1.1,2,1.5,+0.5,21,1014,1369,74.1,16,47,34.0,836,1009,82.9,162,313,51.8,874,145,33,1,3,229,72,20,13,2,0,0,34,20,2,88,50,56,0,2,1,25,46,54.3,27,0,70,108,64.8,38
492,Moussa Sylla,fr FRA,FWD,Monaco,19,1999,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,2,100.0,0,0,0,2,2,100.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
493,Eddy Sylvestre,fr FRA,MID,Nice,19,1999,0.4,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14,18,77.8,0,1,0.0,11,13,84.6,3,4,75.0,16,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,100.0,2,0,0,0,,0
494,Flavien Tait,fr FRA,MID,Rennes,26,1993,8.6,1,0,0,11,2,0,18.2,1.28,0.23,0.09,0.50,1.1,1.1,0.10,-0.1,-0.1,0,1.1,-1.1,12,251,346,72.5,4,20,20.0,205,260,78.8,42,66,63.6,37,281,3,1,3,7,15,19,3,0,1,0,10,17,0,18,13,10,0,0,0,13,31,41.9,14,1,21,41,51.2,20
495,Mahdi Talal,fr FRA,FWD,Amiens,21,1997,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3,4,75.0,0,1,0.0,2,2,100.0,1,1,100.0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0.0,3
496,Adrien Tameze,cm CMR,MID,Nice,25,1994,5.8,1,0,0,5,1,0,20.0,0.87,0.17,0.20,1.00,0.5,0.5,0.10,+0.5,+0.5,0,0.4,-0.4,7,206,238,86.6,10,12,83.3,173,189,91.5,23,37,62.2,30,204,4,1,0,1,15,6,0,1,0,0,11,6,0,4,7,7,0,0,0,5,13,38.5,7,1,10,20,50.0,10
497,Adil Taoui,fr FRA,MID,Toulouse,17,2001,0.3,0,0,0,1,0,0,0.0,3.91,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1,0,0.0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,,0,0,0,0,,0
498,Ciprian Tătărușanu,ro ROU,GK,Lyon,33,1986,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,54,59,91.5,0,0,0,26,26,100.0,28,33,84.8,11,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
499,Júlio Tavares,cv CPV,FWD,Dijon,30,1988,20.2,5,1,1,48,17,0,35.4,2.38,0.84,0.08,0.24,7.1,6.3,0.13,-2.1,-2.3,2,2.5,-0.5,30,347,510,68.0,19,46,41.3,295,398,74.1,33,66,50.0,77,217,3,2,0,14,27,11,1,0,0,0,22,43,8,14,7,7,0,0,0,9,25,36.0,10,1,10,18,55.6,8
500,Ally Taylor,fr FRA,MID,Toulouse,0,0,0.1,0,0,0,1,1,1,100.0,8.18,8.18,0.00,0.00,0.1,0.1,0.08,-0.1,-0.1,0,0.0,0.0,0,5,9,55.6,0,0,0,4,6,66.7,1,3,33.3,0,9,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100.0,1,0,0,1,0.0,1
501,Aurélien Tchouaméni,fr FRA,MID,Bordeaux,19,2000,12.4,0,0,0,12,5,0,41.7,0.97,0.40,0.00,0.00,1.0,1.0,0.08,-1.0,-1.0,1,0.1,+0.9,4,592,688,86.0,6,17,35.3,467,526,88.8,119,145,82.1,76,578,16,0,0,0,44,2,0,3,0,0,23,25,0,1,18,16,0,0,0,13,17,76.5,14,0,21,36,58.3,15
502,Aurélien Tchouaméni,fr FRA,MID,Monaco,19,2000,0.6,0,0,0,1,1,0,100.0,1.80,1.80,0.00,0.00,0.1,0.1,0.11,-0.1,-0.1,0,0.0,0.0,1,14,16,87.5,1,1,100.0,12,14,85.7,1,1,100.0,2,13,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,2,50.0,1,0,0,2,0.0,2
503,Martin Terrier,fr FRA,FWD,Lyon,22,1997,12.2,1,0,0,15,6,0,40.0,1.23,0.49,0.07,0.17,1.9,1.9,0.13,-0.9,-0.9,1,0.9,+0.1,13,311,396,78.5,8,17,47.1,262,309,84.8,41,70,58.6,34,321,9,2,8,2,22,5,0,0,0,0,20,15,1,18,14,9,0,0,0,17,29,58.6,19,1,20,32,62.5,12
504,Kenny Tete,nl NED,DEF,Lyon,23,1995,11.8,0,0,0,7,2,0,28.6,0.59,0.17,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,1,1.2,-0.2,12,684,842,81.2,7,39,17.9,563,635,88.7,114,168,67.9,32,649,10,1,0,129,47,11,3,1,0,0,13,19,1,46,25,19,0,1,0,11,20,55.0,12,1,37,47,78.7,10
505,Florian Thauvin,fr FRA,FWD,Marseille,26,1993,0.1,0,0,0,1,0,0,0.0,9.00,0.00,0.00,0,0.1,0.1,0.10,-0.1,-0.1,0,0.0,0.0,0,8,8,100.0,0,0,0,8,8,100.0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,50.0,1,0,1,1,100.0,0
506,Sada Thioub,sn SEN,MID,Angers,24,1995,14.8,1,0,0,11,5,0,45.5,0.74,0.34,0.09,0.20,1.1,1.1,0.10,-0.1,-0.1,1,1.7,-0.7,24,507,635,79.8,12,36,33.3,440,504,87.3,55,95,57.9,72,524,6,3,2,14,40,17,2,3,0,0,22,34,2,50,12,4,0,0,0,56,94,59.6,57,2,17,32,53.1,15
507,Romain Thomas,fr FRA,DEF,Angers,31,1988,24.0,0,0,0,7,1,0,14.3,0.29,0.04,0.00,0.00,0.7,0.7,0.10,-0.7,-0.7,2,0.2,+1.8,4,927,1067,86.9,7,13,53.8,501,536,93.5,419,518,80.9,867,116,50,0,0,2,46,1,0,4,0,0,19,19,1,0,22,37,0,1,0,2,2,100.0,2,0,28,49,57.1,21
508,Adrien Thomasson,fr FRA,MID,Strasbourg,25,1993,22.1,8,0,0,48,16,0,33.3,2.17,0.72,0.17,0.50,5.8,5.8,0.12,+2.2,+2.2,1,3.7,-2.7,36,691,898,76.9,23,60,38.3,547,656,83.4,121,182,66.5,132,703,17,2,4,12,64,23,3,4,0,0,29,37,8,58,21,9,0,0,0,24,46,52.2,27,3,30,69,43.5,39
509,Khéphren Thuram-Ulie,fr FRA,MID,Nice,18,2001,5.8,0,0,0,1,0,0,0.0,0.17,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0,0,0.1,-0.1,3,285,330,86.4,5,14,35.7,219,240,91.3,61,76,80.3,64,254,6,0,0,0,16,1,0,0,0,0,9,2,0,1,9,6,0,0,0,4,5,80.0,4,0,20,27,74.1,7
510,Cheick Timite,ci CIV,MID,Amiens,21,1997,1.3,0,0,0,3,1,0,33.3,2.33,0.78,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,0,0.2,-0.2,1,32,41,78.0,1,3,33.3,27,32,84.4,4,6,66.7,3,32,0,0,0,1,0,3,1,0,0,0,0,2,0,2,0,2,0,0,0,0,1,0.0,0,0,0,1,0.0,1
511,Karl Toko Ekambi,cm CMR,FWD,Lyon,26,1992,4.8,2,0,0,7,4,0,57.1,1.47,0.84,0.29,0.50,1.2,1.2,0.17,+0.8,+0.8,1,0.9,+0.1,6,129,163,79.1,6,12,50.0,102,120,85.0,21,31,67.7,15,135,0,0,0,2,4,3,1,1,0,0,3,3,1,16,5,5,0,0,0,5,9,55.6,6,0,6,8,75.0,2
512,Abdoulaye Touré,fr FRA,MID,Nantes,25,1994,23.4,3,2,2,30,7,0,23.3,1.28,0.30,0.03,0.14,2.9,1.4,0.05,+0.1,-0.4,0,0.8,-0.8,17,1052,1244,84.6,21,41,51.2,802,920,87.2,229,283,80.9,250,894,10,2,0,2,105,7,1,2,0,0,27,49,0,8,28,25,0,1,0,36,47,76.6,38,1,36,60,60.0,24
513,Lucas Tousart,fr FRA,MID,Lyon,22,1997,17.7,2,0,0,25,8,0,32.0,1.41,0.45,0.08,0.25,1.2,1.2,0.05,+0.8,+0.8,2,0.7,+1.3,11,771,900,85.7,17,37,45.9,537,605,88.8,217,258,84.1,101,714,15,0,1,1,62,6,4,3,0,0,33,15,0,10,37,26,0,0,0,16,25,64.0,18,0,61,101,60.4,40
514,Adama Traoré,ml MLI,FWD,Metz,24,1995,11.2,1,0,0,16,4,6,25.0,1.43,0.36,0.06,0.25,1.2,1.2,0.07,-0.2,-0.2,4,4.1,-0.1,34,396,490,80.8,13,17,76.5,303,355,85.4,80,118,67.8,378,88,21,3,36,5,40,13,1,1,0,0,7,33,0,44,3,5,0,0,0,29,37,78.4,29,2,6,10,60.0,4
515,Adama Traoré,ml MLI,MID,Monaco,24,1995,0.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10,12,83.3,0,0,0,7,7,100.0,3,5,60.0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,0
516,Bertrand Traoré,bf BFA,FWD,Lyon,23,1995,12.7,1,0,0,32,10,2,31.3,2.52,0.79,0.03,0.10,2.7,2.7,0.08,-1.7,-1.7,3,2.1,+0.9,22,411,545,75.4,10,20,50.0,311,370,84.1,90,155,58.1,468,46,21,1,33,10,23,21,9,5,0,0,19,18,0,70,12,19,0,0,0,33,60,55.0,37,2,27,47,57.4,20
517,Charles Traore,ml MLI,DEF,Nantes,27,1992,17.4,0,0,0,5,1,0,20.0,0.29,0.06,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,1,0.2,+0.8,6,715,953,75.0,7,28,25.0,590,707,83.5,118,218,54.1,645,72,19,1,0,186,74,13,3,3,0,0,19,19,0,29,27,30,0,0,0,15,22,68.2,16,0,51,77,66.2,26
518,Hamari Traoré,ml MLI,DEF,Rennes,27,1992,24.8,0,0,0,20,5,0,25.0,0.81,0.20,0.00,0.00,1.0,1.0,0.05,-1.0,-1.0,4,1.9,+2.1,30,1134,1415,80.1,11,50,22.0,887,1012,87.6,236,353,66.9,121,951,17,3,2,270,73,19,7,6,0,0,39,14,2,55,37,49,0,1,0,22,37,59.5,23,0,62,100,62.0,38
519,Ismaël Traoré,ci CIV,DEF,Angers,32,1986,20.8,0,0,0,9,0,0,0.0,0.43,0.00,0.00,0,1.1,1.1,0.13,-1.1,-1.1,0,0.1,-0.1,3,810,941,86.1,8,18,44.4,537,577,93.1,265,346,76.6,94,809,30,2,0,3,38,4,0,4,0,0,8,4,1,2,21,24,0,1,0,8,8,100.0,8,0,29,39,74.4,10
520,Miguel Trauco,pe PER,DEF,Saint-Étienne,26,1992,15.6,1,0,0,10,2,1,20.0,0.64,0.13,0.10,0.50,0.6,0.6,0.06,+0.4,+0.4,2,0.9,+1.1,10,638,830,76.9,10,39,25.6,516,591,87.3,112,200,56.0,590,47,12,1,5,161,46,13,4,5,0,0,22,3,1,25,21,23,0,0,0,22,34,64.7,24,1,36,61,59.0,25
521,Matthieu Udol,fr FRA,DEF,Metz,23,1996,11.2,0,0,0,3,1,0,33.3,0.27,0.09,0.00,0.00,0.4,0.4,0.12,-0.4,-0.4,1,0.7,+0.3,6,386,518,74.5,6,17,35.3,310,352,88.1,70,149,47.0,336,57,13,1,0,101,24,9,4,3,0,0,11,15,0,33,16,23,0,1,0,19,23,82.6,20,2,31,50,62.0,19
522,Hwang Ui-jo,kr KOR,FWD,Bordeaux,26,1992,17.0,6,0,0,32,13,0,40.6,1.88,0.76,0.19,0.46,3.5,3.5,0.11,+2.5,+2.5,2,0.9,+1.1,8,338,407,83.0,2,21,9.5,300,336,89.3,36,50,72.0,40,343,1,0,1,0,23,8,2,2,0,0,11,29,6,9,7,4,0,0,0,19,33,57.6,20,1,8,18,44.4,10
523,William Vainqueur,fr FRA,MID,Toulouse,30,1988,18.1,0,0,0,16,3,0,18.8,0.88,0.17,0.00,0.00,0.5,0.5,0.03,-0.5,-0.5,0,0.5,-0.5,8,851,944,90.1,23,37,62.2,691,734,94.1,137,173,79.2,90,816,16,0,2,1,47,3,1,7,0,0,39,18,1,10,43,30,0,0,0,29,34,85.3,29,1,62,102,60.8,40
524,Pierrick Valdivia,fr FRA,MID,Nîmes,31,1988,0.8,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,29,33,87.9,0,0,0,19,21,90.5,10,12,83.3,29,2,0,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,1,100.0,0
525,Antoine Valerio,fr FRA,MID,Nîmes,19,1999,0.9,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,25,35,71.4,0,2,0.0,16,20,80.0,9,13,69.2,24,5,1,0,1,1,7,0,0,0,0,0,3,2,0,1,2,4,0,0,0,3,3,100.0,3,0,2,3,66.7,1
526,Luca Valls,fr FRA,FWD,Nîmes,20,1998,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,4,50.0,0,0,0,2,3,66.7,0,1,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,1,100.0,0
527,Theo Valls,fr FRA,MID,Nîmes,23,1995,18.1,1,0,0,24,7,2,29.2,1.33,0.39,0.04,0.14,1.0,1.0,0.04,0.0,0.0,1,1.9,-0.9,23,532,687,77.4,13,40,32.5,382,453,84.3,137,194,70.6,562,81,28,1,18,2,63,10,3,1,1,0,13,22,0,37,19,10,0,0,0,12,16,75.0,12,0,31,70,44.3,39
528,Thibaut Vargas,fr FRA,DEF,Montpellier,19,2000,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,4,50.0,0,0,0,2,4,50.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,,0
529,Marco Verratti,it ITA,MID,Paris S-G,26,1992,16.5,0,0,0,1,0,0,0.0,0.06,0.00,0.00,0,0.2,0.2,0.18,-0.2,-0.2,5,3.1,+1.9,26,1608,1733,92.8,40,56,71.4,1303,1360,95.8,265,317,83.6,146,1534,48,11,1,18,162,43,5,6,0,0,26,33,0,11,43,17,0,0,0,24,28,85.7,24,0,58,101,57.4,43
530,Clément Vidal,fr FRA,DEF,Montpellier,19,2000,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,37,45,82.2,1,1,100.0,24,28,85.7,12,16,75.0,2,38,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,,0,0,0,2,0.0,2
531,Molla Wagué,ml MLI,DEF,Nantes,28,1991,7.6,0,0,0,2,0,0,0.0,0.26,0.00,0.00,0,0.2,0.2,0.09,-0.2,-0.2,0,0.1,-0.1,1,259,304,85.2,5,6,83.3,183,206,88.8,71,92,77.2,37,239,8,0,0,0,6,1,1,1,1,0,6,1,1,1,14,14,0,0,0,2,3,66.7,2,0,20,22,90.9,2
532,Moussa Wagué,sn SEN,DEF,Nice,20,1998,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.1,-0.1,1,3,5,60.0,0,0,0,3,5,60.0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,100.0,1,0,2,3,66.7,1
533,Rémi Walter,fr FRA,MID,Nice,24,1995,0.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,24,25,96.0,0,0,0,18,18,100.0,6,7,85.7,23,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,100.0,1,0,1,1,100.0,0
534,Timothy Weah,us USA,MID,Lille,19,2000,0.9,0,0,0,1,0,0,0.0,1.07,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,0,0.3,-0.3,1,21,31,67.7,2,6,33.3,16,20,80.0,3,5,60.0,2,28,0,1,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0,0,0,4,4,100.0,4,1,1,1,100.0,0
535,Xeka,pt POR,MID,Lille,24,1994,7.8,0,0,0,9,3,0,33.3,1.15,0.38,0.00,0.00,1.1,1.1,0.13,-1.1,-1.1,0,1.1,-1.1,8,378,439,86.1,11,20,55.0,278,315,88.3,89,104,85.6,52,365,10,2,0,0,50,2,0,3,0,0,15,9,0,4,13,4,0,0,0,5,10,50.0,7,1,21,44,47.7,23
536,Yusuf Yazıcı,tr TUR,MID,Lille,22,1997,9.4,1,1,1,20,3,3,15.0,2.14,0.32,0.00,0.00,2.0,1.2,0.06,-1.0,-1.2,4,2.6,+1.4,25,314,451,69.6,9,24,37.5,242,291,83.2,63,136,46.3,380,50,24,1,60,12,25,7,0,2,1,1,11,7,1,71,12,5,0,0,0,15,33,45.5,18,4,17,31,54.8,14
537,Elie Youan,fr FRA,FWD,Nantes,20,1999,1.8,0,0,0,3,2,0,66.7,1.67,1.11,0.00,0.00,0.4,0.4,0.13,-0.4,-0.4,0,0.0,0.0,1,40,52,76.9,2,4,50.0,36,44,81.8,2,4,50.0,7,39,0,0,0,0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,4,0.0,0,0,1,4,25.0,3
538,Zaydou Youssouf,fr FRA,MID,Saint-Étienne,20,1999,11.9,0,0,0,8,2,0,25.0,0.67,0.17,0.00,0.00,0.7,0.7,0.09,-0.7,-0.7,0,0.6,-0.6,9,425,517,82.2,5,10,50.0,287,323,88.9,133,184,72.3,434,61,6,0,0,1,34,4,0,4,0,0,15,27,0,8,23,16,0,0,0,29,41,70.7,31,2,40,60,66.7,20
539,Arthur Zagre,fr FRA,MID,Paris S-G,17,2001,0.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,12,15,80.0,0,0,0,11,14,78.6,1,1,100.0,13,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,3,100.0,3,0,2,2,100.0,0
540,Mootaz Zemzemi,tn TUN,MID,Strasbourg,19,1999,0.2,0,0,0,1,0,0,0.0,4.09,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.1,-0.1,1,11,14,78.6,0,0,0,7,8,87.5,4,6,66.7,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0,0,0,0,,0
541,Kévin Zohi,ci CIV,FWD,Strasbourg,22,1996,5.7,1,0,0,16,5,0,31.3,2.79,0.87,0.06,0.20,1.5,1.5,0.09,-0.5,-0.5,1,0.6,+0.4,4,109,153,71.2,3,12,25.0,89,109,81.7,17,32,53.1,16,124,0,0,0,6,7,2,1,1,0,0,8,8,2,15,7,4,0,0,0,16,27,59.3,16,0,9,13,69.2,4
542,Bongani Zungu,za RSA,MID,Amiens,26,1992,9.6,1,0,0,7,1,0,14.3,0.73,0.10,0.14,1.00,0.3,0.3,0.04,+0.7,+0.7,0,0.3,-0.3,3,380,467,81.4,6,12,50.0,286,331,86.4,88,124,71.0,20,395,13,0,0,0,34,2,1,3,0,0,21,14,0,2,11,12,0,0,0,5,11,45.5,8,0,24,42,57.1,18
