Rk,Player,Position,Squad,90s,Assists,xA,Assists-xA,KeyPasses,Total Completed Passes,Total Attempted Passes,Total Pass Completion %,Short Completed Passes,Short Attempted Passes,Short Pass Completion %,Medium Completed Passes,Medium Attempted Passes,Medium Pass Completion %,Long Completed Passes,Long Attempted Passes,Long Pass Completion %,Through Ball Passes,Corner Kicks,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
209,Kévin Gameiro,FWD,es Valencia,2.5,1,0.5,+0.5,4,45,67,67.2,3,9,33.3,37,48,77.1,5,10,50.0,1,0,3,3,0,0,0,0,5,1,0,20.0,1.97,0.39,0.00,0.00,0.3,0.3,0.07,-0.3,-0.3
210,Idrissa Gana Gueye,MID,fr Paris S-G,4.5,1,0.2,+0.8,3,296,323,91.6,7,12,58.3,254,269,94.4,35,42,83.3,0,0,28,3,0,0,0,0,3,0,0,0.0,0.67,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
211,Ezequiel Garay,DEF,es Valencia,4.0,0,0.0,0.0,0,176,202,87.1,0,2,0.0,105,111,94.6,71,89,79.8,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
212,Eric García,DEF,eng Manchester City,1.0,0,0.0,0.0,0,97,100,97.0,1,1,100.0,81,83,97.6,15,16,93.8,0,0,6,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
213,Mateo García,FWD,rs Red Star,5.4,0,0.2,-0.2,4,107,133,80.5,2,9,22.2,95,108,88.0,10,16,62.5,0,0,7,2,0,0,0,0,3,1,0,33.3,0.55,0.18,0.00,0.00,0.3,0.3,0.08,-0.3,-0.3
214,Mario Gavranović,FWD,hr Dinamo Zagreb,0.9,0,0.1,-0.1,1,9,12,75.0,1,1,100.0,6,9,66.7,2,2,100.0,0,0,1,1,0,0,0,0,1,0,0,0.0,1.08,0.00,0.00,0,0.3,0.3,0.27,-0.3,-0.3
215,Paulo Gazzaniga,GK,eng Tottenham,4.0,0,0.0,0.0,0,90,130,69.2,1,1,100.0,44,44,100.0,45,85,52.9,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
216,Olivier Giroud,FWD,eng Chelsea,0.2,0,0.0,0.0,0,3,3,100.0,0,0,0,3,3,100.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,5.29,5.29,0.00,0.00,0.1,0.1,0.06,-0.1,-0.1
217,Marko Gjira,MID,hr Dinamo Zagreb,0.7,0,0.0,0.0,1,22,25,88.0,1,2,50.0,14,15,93.3,7,8,87.5,0,0,1,0,0,0,0,0,1,0,0,0.0,1.53,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0
218,Serge Gnabry,FWD,de Bayern Munich,4.2,1,1.5,-0.5,10,189,225,84.0,4,7,57.1,167,187,89.3,18,31,58.1,0,0,4,9,1,4,0,0,17,9,0,52.9,4.01,2.12,0.24,0.44,1.3,1.3,0.08,+2.7,+2.7
219,Marko Gobeljić,DEF,rs Red Star,5.5,0,0.3,-0.3,4,174,233,74.7,5,8,62.5,142,163,87.1,27,62,43.5,0,0,7,2,1,0,0,0,4,1,0,25.0,0.73,0.18,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1
220,Diego Godín,DEF,it Inter,5.0,0,0.0,0.0,1,222,266,83.5,6,11,54.5,158,167,94.6,58,88,65.9,0,0,6,0,0,0,0,0,1,0,0,0.0,0.20,0.00,0.00,0,0.1,0.1,0.05,-0.1,-0.1
221,Amer Gojak,MID,hr Dinamo Zagreb,1.9,0,0.0,0.0,0,45,60,75.0,0,3,0.0,38,44,86.4,7,13,53.8,0,0,6,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
222,Pierluigi Gollini,GK,it Atalanta,7.0,0,0.0,0.0,0,117,166,70.5,0,0,0,48,49,98.0,69,117,59.0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
223,Joe Gomez,DEF,eng Liverpool,4.3,0,0.1,-0.1,2,339,381,89.0,3,4,75.0,215,237,90.7,121,140,86.4,0,0,34,2,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
224,Maxi Gómez,FWD,es Valencia,4.7,1,0.2,+0.8,5,57,74,77.0,2,4,50.0,43,54,79.6,12,16,75.0,0,0,4,2,0,0,0,0,7,4,0,57.1,1.50,0.86,0.00,0.00,1.1,1.1,0.16,-1.1,-1.1
225,Papu Gómez,MID,it Atalanta,6.4,2,2.5,-0.5,14,274,346,79.2,10,22,45.5,216,252,85.7,48,72,66.7,1,16,18,9,1,1,0,0,14,6,1,42.9,2.19,0.94,0.07,0.17,1.6,1.6,0.12,-0.6,-0.6
226,Leon Goretzka,MID,de Bayern Munich,1.9,0,0.4,-0.4,2,89,100,89.0,0,1,0.0,71,79,89.9,18,20,90.0,1,0,5,1,0,1,0,0,8,5,0,62.5,4.11,2.57,0.13,0.20,0.5,0.5,0.06,+0.5,+0.5
227,Robin Gosens,DEF,it Atalanta,5.4,0,0.3,-0.3,3,192,246,78.0,3,10,30.0,173,197,87.8,16,39,41.0,0,0,10,5,0,1,0,0,8,1,0,12.5,1.49,0.19,0.13,1.00,0.8,0.8,0.10,+0.2,+0.2
228,Mario Götze,FWD,de Dortmund,0.8,1,0.5,+0.5,4,50,57,87.7,1,4,25.0,45,48,93.8,4,5,80.0,0,0,3,3,1,0,0,0,2,1,0,50.0,2.61,1.30,0.00,0.00,0.3,0.3,0.15,-0.3,-0.3
229,Amine Gouiri,FWD,fr Lyon,0.1,0,0.0,0.0,0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
230,Antoine Griezmann,FWD,es Barcelona,4.9,0,0.2,-0.2,5,186,229,81.2,4,11,36.4,151,175,86.3,31,43,72.1,1,1,11,3,1,1,0,0,8,4,0,50.0,1.63,0.82,0.13,0.25,1.1,1.1,0.13,-0.1,-0.1
231,Álex Grimaldo,DEF,pt Benfica,6.0,0,0.8,-0.8,13,316,412,76.7,3,14,21.4,270,304,88.8,43,94,45.7,0,13,18,10,3,0,0,0,9,4,3,44.4,1.50,0.67,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3
232,Gonçalo Guedes,FWD,es Valencia,1.7,0,0.1,-0.1,2,46,58,79.3,1,2,50.0,39,48,81.3,6,8,75.0,0,1,4,0,0,0,0,0,4,0,0,0.0,2.34,0.00,0.00,0,0.2,0.2,0.06,-0.2,-0.2
233,Raphaël Guerreiro,DEF,de Dortmund,5.1,0,0.1,-0.1,2,286,334,85.6,7,15,46.7,241,272,88.6,38,47,80.9,2,4,17,7,2,0,0,0,3,1,0,33.3,0.59,0.20,0.00,0.00,0.3,0.3,0.09,-0.3,-0.3
234,Guilherme,MID,gr Olympiacos,5.0,1,1.0,0.0,5,213,244,87.3,3,11,27.3,142,156,91.0,68,77,88.3,1,1,12,2,0,1,0,0,11,3,0,27.3,2.20,0.60,0.09,0.33,0.6,0.6,0.06,+0.4,+0.4
235,Péter Gulácsi,GK,de RB Leipzig,6.7,0,0.1,-0.1,1,192,235,81.7,0,0,0,95,96,99.0,97,139,69.8,1,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
236,İlkay Gündoğan,MID,eng Manchester City,6.0,2,0.6,+1.4,8,461,509,90.6,5,11,45.5,369,394,93.7,87,104,83.7,3,7,47,10,1,2,0,0,14,6,0,42.9,2.33,1.00,0.14,0.33,1.8,1.8,0.13,+0.2,+0.2
237,Ianis Hagi,MID,be Genk,1.6,0,0.5,-0.5,6,49,78,62.8,2,4,50.0,32,39,82.1,15,35,42.9,0,18,5,6,3,0,0,0,5,0,1,0.0,3.21,0.00,0.00,0,0.4,0.4,0.09,-0.4,-0.4
238,Amadou Haidara,MID,de RB Leipzig,2.5,0,0.3,-0.3,5,137,164,83.5,3,9,33.3,119,133,89.5,15,22,68.2,0,0,14,5,0,0,0,0,2,0,0,0.0,0.79,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1
239,Izet Hajrović,MID,hr Dinamo Zagreb,0.1,0,0.0,0.0,0,5,6,83.3,0,0,0,5,5,100.0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
240,Achraf Hakimi,DEF,de Dortmund,6.9,0,0.8,-0.8,6,373,440,84.8,9,20,45.0,328,368,89.1,36,52,69.2,0,0,20,6,1,4,0,0,16,5,0,31.3,2.31,0.72,0.25,0.80,1.8,1.8,0.11,+2.2,+2.2
241,Marcel Halstenberg,DEF,de RB Leipzig,3.4,0,0.2,-0.2,6,202,238,84.9,1,4,25.0,176,190,92.6,25,44,56.8,0,5,18,6,3,0,0,0,2,1,0,50.0,0.58,0.29,0.00,0.00,0.0,0.0,0.02,0.0,0.0
242,Samir Handanović,GK,it Inter,6.0,0,0.0,0.0,0,188,222,84.7,1,1,100.0,110,111,99.1,77,110,70.0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
243,Taylor Harwood-Bellis,DEF,eng Manchester City,0.1,0,0.0,0.0,0,10,10,100.0,0,0,0,9,9,100.0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
244,Hans Hateboer,DEF,it Atalanta,4.6,1,0.5,+0.5,4,157,198,79.3,3,8,37.5,138,160,86.3,16,30,53.3,0,0,10,1,0,2,0,0,6,2,0,33.3,1.32,0.44,0.33,1.00,1.4,1.4,0.24,+0.6,+0.6
245,Kai Havertz,MID,de Bayer,4.8,0,0.4,-0.4,5,223,263,84.8,13,19,68.4,178,205,86.8,32,39,82.1,0,2,12,4,0,0,0,0,7,1,0,14.3,1.45,0.21,0.00,0.00,0.9,0.9,0.13,-0.9,-0.9
246,Eden Hazard,FWD,es Real Madrid,4.2,1,0.7,+0.3,10,209,239,87.4,9,14,64.3,182,200,91.0,18,25,72.0,0,1,8,4,0,0,0,0,11,4,0,36.4,2.63,0.96,0.00,0.00,1.4,1.4,0.13,-1.4,-1.4
247,Thorgan Hazard,FWD,de Dortmund,4.6,0,1.7,-1.7,12,162,215,75.3,2,10,20.0,139,167,83.2,21,38,55.3,1,12,10,6,0,0,0,0,5,3,0,60.0,1.09,0.66,0.00,0.00,0.7,0.7,0.15,-0.7,-0.7
248,Hwang Hee-chan,FWD,at RB Salzburg,6.0,3,2.7,+0.3,14,131,177,74.0,7,16,43.8,110,132,83.3,14,29,48.3,0,1,8,11,2,3,0,0,14,9,0,64.3,2.33,1.50,0.21,0.33,2.2,2.2,0.15,+0.8,+0.8
249,Jordan Henderson,MID,eng Liverpool,4.5,0,0.5,-0.5,5,285,340,83.8,5,15,33.3,203,224,90.6,77,101,76.2,4,0,39,5,2,0,0,0,4,0,0,0.0,0.88,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1
250,Mario Hermoso,DEF,es Atlético Madrid,3.9,0,0.0,0.0,1,171,202,84.7,1,4,25.0,120,130,92.3,50,68,73.5,0,0,17,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
251,Lucas Hernández,DEF,de Bayern Munich,1.7,0,0.0,0.0,0,136,155,87.7,1,4,25.0,99,108,91.7,36,43,83.7,0,0,10,4,4,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
252,Ander Herrera,MID,fr Paris S-G,1.1,0,0.0,0.0,0,53,65,81.5,2,2,100.0,48,56,85.7,3,7,42.9,0,0,1,1,0,0,0,0,1,0,0,0.0,0.91,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
253,Héctor Herrera,MID,es Atlético Madrid,2.3,0,0.4,-0.4,6,131,148,88.5,3,6,50.0,106,115,92.2,22,27,81.5,0,0,13,1,0,1,0,0,3,1,0,33.3,1.31,0.44,0.33,1.00,0.2,0.2,0.05,+0.8,+0.8
254,Son Heung-min,FWD,eng Tottenham,4.1,2,0.9,+1.1,5,109,137,79.6,2,5,40.0,93,111,83.8,14,21,66.7,2,0,7,4,2,5,0,0,18,10,0,55.6,4.44,2.47,0.28,0.50,3.5,3.5,0.21,+1.5,+1.5
255,Bryan Heynen,MID,be Genk,2.9,1,0.5,+0.5,4,66,90,73.3,2,4,50.0,48,62,77.4,16,24,66.7,0,3,5,0,0,0,0,0,4,2,0,50.0,1.36,0.68,0.00,0.00,0.3,0.3,0.07,-0.3,-0.3
256,Gonzalo Higuaín,FWD,it Juventus,4.4,2,0.9,+1.1,4,99,125,79.2,4,6,66.7,71,85,83.5,24,34,70.6,0,0,8,5,1,2,0,0,11,6,0,54.5,2.48,1.35,0.18,0.33,1.3,1.3,0.11,+0.7,+0.7
257,David Hovorka,DEF,cz Slavia Prague,3.0,0,0.0,0.0,2,139,162,85.8,0,5,0.0,97,107,90.7,42,50,84.0,0,0,10,2,1,0,0,0,2,0,0,0.0,0.67,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1
